New track in update: 'HARM1'
New track in update: 'HARM2'
New track in update: 'HARM3'
New track in update: 'mechanicallove_rbn'
Differences found in track 'PART BASS':
Time: 17160, removed: EXPERT Blue
Time: 214440, added: Force HOPO On, Force HOPO On
Time: 216240, added: Force HOPO On, Force HOPO On
Time: 216360, added: Force HOPO On, Force HOPO On
Time: 232440, removed: EXPERT Green, EXPERT Blue
Time: 232800, added: EXPERT Green, EXPERT Blue
Time: 233880, removed: EXPERT Green, EXPERT Yellow
Time: 234240, added: EXPERT Green, EXPERT Yellow
Time: 236280, removed: EXPERT Green, EXPERT Blue
Time: 236640, added: EXPERT Green, EXPERT Blue
Time: 237720, removed: EXPERT Green, EXPERT Yellow
Time: 238080, added: EXPERT Green, EXPERT Yellow
Time: 240120, removed: EXPERT Orange, EXPERT Yellow
Time: 240480, added: EXPERT Orange, EXPERT Yellow
Time: 241560, removed: EXPERT Blue, EXPERT Yellow
Time: 241920, added: EXPERT Blue, EXPERT Yellow
Time: 243960, removed: EXPERT Orange, EXPERT Yellow
Time: 244320, added: EXPERT Orange, EXPERT Yellow
Time: 245400, removed: EXPERT Blue, EXPERT Yellow
Time: 245760, added: EXPERT Blue, EXPERT Yellow
Time: 247800, removed: EXPERT Green, EXPERT Blue
Time: 248160, added: EXPERT Green, EXPERT Blue
Time: 249240, removed: EXPERT Green, EXPERT Yellow
Time: 249600, added: EXPERT Green, EXPERT Yellow
Time: 251640, removed: EXPERT Green, EXPERT Red
Time: 252000, added: EXPERT Green, EXPERT Red
Time: 252360, removed: EXPERT Red, EXPERT Yellow
Time: 252720, added: EXPERT Red, EXPERT Yellow
Time: 253080, removed: EXPERT Blue, EXPERT Yellow
Time: 253440, added: EXPERT Blue, EXPERT Yellow
Time: 253800, removed: EXPERT Blue, EXPERT Orange
Time: 254160, added: EXPERT Blue, EXPERT Orange
Time: 254520, removed: EXPERT Orange
Time: 255120, added: EXPERT Orange
Time: 255480, removed: EXPERT Blue, EXPERT Red
Time: 255840, added: EXPERT Blue, EXPERT Red
Time: 256920, removed: EXPERT Red, EXPERT Yellow
Time: 257280, added: EXPERT Red, EXPERT Yellow
Time: 259320, removed: EXPERT Blue, EXPERT Red
Time: 259680, added: EXPERT Blue, EXPERT Red
Time: 260760, removed: EXPERT Red, EXPERT Yellow
Time: 261120, added: EXPERT Red, EXPERT Yellow
Time: 263160, removed: EXPERT Green, EXPERT Blue
Time: 263520, added: EXPERT Green, EXPERT Blue
Time: 264600, removed: EXPERT Green, EXPERT Yellow
Time: 264960, added: EXPERT Green, EXPERT Yellow
Time: 267000, removed: EXPERT Green, EXPERT Blue
Time: 267360, added: EXPERT Green, EXPERT Blue
Time: 268440, removed: EXPERT Green, EXPERT Yellow
Time: 268800, added: EXPERT Green, EXPERT Yellow
Time: 270840, removed: EXPERT Orange, EXPERT Yellow
Time: 271200, added: EXPERT Orange, EXPERT Yellow
Time: 272280, removed: EXPERT Blue, EXPERT Yellow
Time: 272640, added: EXPERT Blue, EXPERT Yellow
Time: 274680, removed: EXPERT Orange, EXPERT Yellow
Time: 275040, added: EXPERT Orange, EXPERT Yellow
Time: 276120, removed: EXPERT Blue, EXPERT Yellow
Time: 276480, added: EXPERT Blue, EXPERT Yellow
Time: 278520, removed: EXPERT Green, EXPERT Blue
Time: 278880, added: EXPERT Green, EXPERT Blue
Time: 279960, removed: EXPERT Green, EXPERT Yellow
Time: 280320, added: EXPERT Green, EXPERT Yellow
Time: 282360, removed: EXPERT Green, EXPERT Red
Time: 282720, added: EXPERT Green, EXPERT Red
Time: 283080, removed: EXPERT Red, EXPERT Yellow
Time: 283440, added: EXPERT Red, EXPERT Yellow
Time: 283680, removed: EASY Red, added: EASY Yellow
Time: 283800, removed: EASY Red, EXPERT Blue, EXPERT Yellow, added: EASY Yellow
Time: 284160, added: EXPERT Blue, EXPERT Yellow
Time: 284520, removed: EXPERT Blue, EXPERT Orange
Time: 284880, added: EXPERT Blue, EXPERT Orange
Time: 285120, removed: HARD Blue, MEDIUM Blue, EASY Yellow, added: EASY Orange, HARD Orange, MEDIUM Orange
Time: 285240, removed: HARD Blue, EASY Yellow, MEDIUM Blue, EXPERT Orange, added: EASY Orange, HARD Orange, MEDIUM Orange
Time: 285960, added: EXPERT Orange
Differences found in track 'PART VOCALS':
Time: 20789, removed: Phrase Marker
Time: 21120, added: Phrase Marker
Time: 21120, added: A#3
Time: 21171, removed: A#3
Time: 22104, removed: A#3
Time: 22260, added: A#3
Time: 22831, removed: D#3
Time: 23040, added: A#3
Time: 23069, removed: A#3
Time: 23189, removed: A#3
Time: 23220, added: A#3
Time: 23310, added: A#3
Time: 23331, removed: A#3
Time: 23501, removed: A#3
Time: 23670, added: A#3
Time: 23743, removed: A#3
Time: 24078, added: A#3
Time: 24091, removed: A#3
Time: 24240, added: A#3
Time: 24244, removed: A#3
Time: 24499, removed: A#3
Time: 24510, added: A#3
Time: 24720, added: G#3
Time: 24730, removed: G#3
Time: 25651, removed: G#3
Time: 26010, added: G#3
Time: 26022, removed: Phrase Marker
Time: 26160, added: Phrase Marker
Time: 26315, removed: Phrase Marker
Time: 26880, added: Phrase Marker, G#3
Time: 26975, removed: G#3
Time: 27152, added: F#3
Time: 27152, added: G#3
Time: 27157, removed: F#3
Time: 27157, removed: G#3
Time: 27373, removed: F#3
Time: 27510, added: F#3
Time: 27594, removed: A#3
Time: 27600, added: G#3
Time: 27750, added: A#3, G#3
Time: 27907, removed: A#3
Time: 28050, added: F#3, A#3
Time: 28133, removed: F#3
Time: 28460, removed: F#3
Time: 28470, added: F#3
Time: 28590, added: D#3
Time: 28607, removed: D#3
Time: 29540, removed: D#3
Time: 29580, added: D#3
Time: 29682, removed: Phrase Marker
Time: 29760, added: Phrase Marker
Time: 29938, removed: Phrase Marker
Time: 30000, added: Phrase Marker
Time: 30204, removed: D#3
Time: 30386, removed: D#3
Time: 30720, added: F#3
Time: 30768, removed: F#3
Time: 31083, removed: F#3
Time: 31110, added: F#3
Time: 31620, added: G#3
Time: 31637, removed: G#3
Time: 32708, removed: G#3
Time: 32790, added: G#3
Time: 33122, removed: Phrase Marker
Time: 33124, added: Phrase Marker
Time: 33634, removed: OVERDRIVE, Phrase Marker
Time: 34080, added: OVERDRIVE, Phrase Marker
Time: 34170, added: D#3
Time: 34175, removed: D#3
Time: 34268, removed: D#3
Time: 34350, added: D#3
Time: 34620, added: F#3
Time: 34681, removed: F#3
Time: 34980, added: F#3
Time: 35004, removed: F#3
Time: 35310, added: G#3
Time: 35345, removed: G#3
Time: 35520, added: F#3
Time: 35520, added: G#3
Time: 35552, removed: F#3
Time: 35552, removed: G#3
Time: 35797, removed: F#3
Time: 35940, added: F#3
Time: 36030, added: F#3
Time: 36054, removed: F#3
Time: 36189, removed: F#3
Time: 36270, added: F#3
Time: 36462, removed: A#3
Time: 36480, added: A#3
Time: 37320, added: A#3
Time: 37402, removed: A#3
Time: 37660, removed: OVERDRIVE
Time: 37660, removed: Phrase Marker
Time: 37680, added: OVERDRIVE
Time: 37680, added: Phrase Marker
Time: 37879, removed: Phrase Marker
Time: 37920, added: Phrase Marker
Time: 38130, added: F#3
Time: 38138, removed: D#3
Time: 38280, added: F#3
Time: 38400, added: A#3
Time: 38413, removed: A#3
Time: 38588, removed: A#3
Time: 38610, added: A#3
Time: 38700, added: A#3
Time: 38706, removed: A#3
Time: 39091, removed: A#3
Time: 39150, added: A#3
Time: 39242, removed: A#3
Time: 39480, added: A#3
Time: 39483, removed: A#3
Time: 39600, added: A#3
Time: 39758, removed: A#3
Time: 39810, added: A#3
Time: 39832, removed: A#3
Time: 40098, removed: G#3
Time: 40110, added: G#3
Time: 41022, removed: G#3
Time: 41040, added: G#3
Time: 41280, added: Phrase Marker
Time: 41393, removed: Phrase Marker
Time: 41576, removed: Phrase Marker
Time: 41760, added: Phrase Marker
Time: 42000, added: F#3
Time: 42012, removed: F#3
Time: 42240, added: G#3
Time: 42274, removed: G#3
Time: 42428, removed: F#3
Time: 42428, removed: G#3
Time: 42450, added: F#3
Time: 42450, added: G#3
Time: 42619, removed: F#3
Time: 42690, added: F#3
Time: 43048, removed: A#3
Time: 43050, added: A#3
Time: 43382, removed: A#3
Time: 43410, added: A#3
Time: 43530, added: F#3
Time: 43531, removed: F#3
Time: 43863, removed: F#3
Time: 43890, added: D#3
Time: 43890, added: F#3
Time: 44000, removed: D#3
Time: 44743, removed: D#3
Time: 44880, added: D#3
Time: 45034, removed: Phrase Marker
Time: 45120, added: Phrase Marker
Time: 45144, removed: OVERDRIVE
Time: 45144, removed: Phrase Marker
Time: 45360, added: OVERDRIVE, Phrase Marker
Time: 45570, added: D#3
Time: 45587, removed: D#3
Time: 45750, added: D#3
Time: 45776, removed: D#3
Time: 46110, added: F#3
Time: 46117, removed: F#3
Time: 46481, removed: F#3
Time: 46500, added: F#3
Time: 46800, added: F#3
Time: 46950, added: F#3
Time: 46950, added: G#3
Time: 46965, removed: G#3
Time: 48076, removed: G#3
Time: 48120, added: G#3
Time: 48209, removed: F#3
Time: 48210, added: F#3
Time: 48600, added: F#3
Time: 48644, removed: F#3
Time: 48720, added: OVERDRIVE
Time: 48720, added: Phrase Marker
Time: 48767, removed: OVERDRIVE
Time: 48767, removed: Phrase Marker
Time: 48895, removed: Phrase Marker
Time: 48960, added: Phrase Marker
Time: 49128, removed: A#3
Time: 49170, added: A#3
Time: 49397, removed: A#3
Time: 49500, added: A#3
Time: 50130, added: B3
Time: 50130, added: A#3
Time: 50141, removed: B3
Time: 50141, removed: A#3
Time: 50394, removed: B3
Time: 50400, added: B3
Time: 50640, added: G#3
Time: 50643, removed: A#3
Time: 50760, added: A#3, G#3
Time: 51090, added: A#3
Time: 51090, added: G#3
Time: 51114, removed: A#3
Time: 51114, removed: G#3
Time: 51630, added: F#3
Time: 51630, added: G#3
Time: 51675, removed: G#3
Time: 51779, removed: F#3
Time: 53123, removed: F#3
Time: 53190, added: F#3
Time: 53250, removed: Phrase Marker
Time: 53280, added: OVERDRIVE
Time: 53280, added: Phrase Marker
Time: 53406, removed: OVERDRIVE, Phrase Marker
Time: 53490, added: B3
Time: 53503, removed: B3
Time: 53700, added: B3
Time: 53729, removed: B3
Time: 53790, removed: B3
Time: 54030, added: B3
Time: 54047, removed: B3
Time: 54213, removed: B3
Time: 54240, added: B3
Time: 54540, added: B3
Time: 54561, removed: B3
Time: 54900, added: B3
Time: 54900, added: A#3
Time: 54932, removed: B3
Time: 54932, removed: A#3
Time: 55200, added: A#3
Time: 55216, removed: A#3
Time: 55350, added: G#3
Time: 55436, removed: A#3
Time: 55590, added: A#3, G#3
Time: 56278, removed: A#3
Time: 56460, added: A#3
Time: 56518, removed: A3
Time: 56580, added: G#3
Time: 56790, added: G#3
Time: 56796, removed: A3
Time: 56910, added: A#3
Time: 56918, removed: A#3
Time: 57295, removed: A#3
Time: 57300, added: A#3
Time: 57660, added: A#3
Time: 57669, removed: A#3
Time: 57930, added: A#3
Time: 57980, removed: A#3
Time: 58020, added: G#3
Time: 58050, removed: G#3
Time: 58249, removed: G#3
Time: 58260, added: G#3
Time: 58560, added: G#3
Time: 58569, removed: G#3
Time: 58722, added: G#3
Time: 58731, removed: G#3
Time: 58830, added: F#3
Time: 58853, removed: F#3
Time: 59177, removed: F#3
Time: 59250, added: F#3
Time: 59292, removed: F#3
Time: 60450, removed: F#3
Time: 60480, added: F#3
Time: 60661, removed: OVERDRIVE
Time: 60661, removed: Phrase Marker
Time: 60720, added: OVERDRIVE
Time: 60720, added: Phrase Marker
Time: 60990, removed: Phrase Marker
Time: 61200, added: B3
Time: 61200, added: Phrase Marker
Time: 61251, removed: B3
Time: 61387, removed: B3
Time: 61396, added: B3
Time: 61624, removed: B3
Time: 61650, added: B3
Time: 61740, added: B3
Time: 61759, removed: B3
Time: 61960, removed: B3
Time: 62010, added: B3
Time: 62245, removed: B3
Time: 62250, added: B3
Time: 62426, removed: B3
Time: 62550, added: B3
Time: 62720, removed: A#3
Time: 62730, added: A#3
Time: 62931, removed: A#3
Time: 62941, added: A#3
Time: 63150, added: A#3
Time: 63155, removed: A#3
Time: 65002, removed: A#3
Time: 65156, removed: G#3
Time: 65160, added: A#3
Time: 65520, added: Phrase Marker
Time: 65526, removed: G#3
Time: 66139, removed: Phrase Marker
Time: 69800, removed: OVERDRIVE
Time: 69800, removed: Phrase Marker
Time: 69840, added: OVERDRIVE
Time: 69840, added: Phrase Marker
Time: 70050, added: F#3
Time: 70058, removed: F#3
Time: 70256, removed: F#3
Time: 70440, added: F#3
Time: 70680, added: C#4
Time: 70698, removed: C#4
Time: 73668, removed: C#4
Time: 73710, added: C#4
Time: 73920, added: C#4
Time: 73935, removed: C#4
Time: 74101, removed: C#4
Time: 74325, removed: C#4
Time: 74340, added: C#4
Time: 74518, removed: C#4
Time: 74670, added: C#4
Time: 74880, added: C#4
Time: 74888, removed: C#4
Time: 75117, added: C#4
Time: 75125, removed: C#4
Time: 75240, added: A#3
Time: 75244, removed: A#3
Time: 75447, removed: A#3
Time: 75600, added: A#3
Time: 75636, removed: A#3
Time: 75870, added: A#3
Time: 75892, removed: A#3
Time: 75960, added: G#3
Time: 75984, removed: G#3
Time: 76110, added: G#3
Time: 76122, removed: G#3
Time: 76440, added: G#3
Time: 76485, removed: G#3
Time: 76846, removed: G#3
Time: 77010, added: G#3
Time: 77220, added: A#3
Time: 77223, removed: A#3
Time: 77880, added: A#3
Time: 77889, removed: OVERDRIVE
Time: 77958, removed: Phrase Marker
Time: 77958, removed: A#3
Time: 78000, added: OVERDRIVE
Time: 78000, added: Phrase Marker
Time: 78061, removed: Phrase Marker
Time: 78240, added: C#4
Time: 78270, removed: C#4
Time: 78750, added: C#4
Time: 78775, removed: C#4
Time: 79020, added: C#4
Time: 79020, added: A#3
Time: 79043, removed: C#4
Time: 79109, removed: A#3
Time: 79380, added: A#3
Time: 79397, removed: A#3
Time: 79680, added: A#3
Time: 79680, added: G#3
Time: 79686, removed: A#3
Time: 79686, removed: G#3
Time: 80120, removed: G#3
Time: 80160, added: G#3
Time: 80201, removed: G#3
Time: 81030, added: G#3
Time: 81036, removed: G#3
Time: 81120, added: A#3
Time: 81209, removed: A#3
Time: 81533, removed: A#3
Time: 81540, added: A#3
Time: 81624, removed: F#3
Time: 81630, added: F#3
Time: 81851, removed: F#3
Time: 81857, added: F#3
Time: 82053, removed: F#3
Time: 82080, added: F#3
Time: 84246, removed: F#3
Time: 84426, removed: Phrase Marker
Time: 84480, added: F#3
Time: 84720, added: Phrase Marker
Time: 85044, removed: OVERDRIVE, Phrase Marker
Time: 85200, added: OVERDRIVE, Phrase Marker
Time: 85430, removed: F#3
Time: 85440, added: F#3
Time: 85764, removed: F#3
Time: 85800, added: F#3
Time: 86012, removed: C#4
Time: 86070, added: C#4
Time: 89008, removed: C#4
Time: 89070, added: C#4
Time: 89280, added: C#4
Time: 89366, removed: C#4
Time: 89790, added: C#4
Time: 89799, removed: C#4
Time: 89892, removed: C#4
Time: 90039, removed: C#4
Time: 90060, added: C#4
Time: 90240, added: C#4
Time: 90295, removed: C#4
Time: 90510, added: C#4, A#3
Time: 90613, removed: C#4, A#3
Time: 90799, removed: A#3
Time: 90900, added: A#3
Time: 91017, removed: A#3
Time: 91200, added: A#3
Time: 91290, added: G#3
Time: 91306, removed: A#3
Time: 91306, removed: G#3
Time: 91440, added: G#3
Time: 91502, removed: G#3
Time: 91710, added: G#3
Time: 91762, removed: G#3
Time: 92580, added: A#3
Time: 92580, added: G#3
Time: 92601, removed: G#3
Time: 92673, removed: A#3
Time: 93360, added: A#3
Time: 93404, removed: A#3
Time: 93450, added: F#3
Time: 93479, removed: F#3
Time: 93863, removed: F#3
Time: 93870, added: F#3
Time: 93952, removed: OVERDRIVE, Phrase Marker
Time: 94080, added: OVERDRIVE, Phrase Marker
Time: 94320, added: Phrase Marker
Time: 94383, removed: Phrase Marker
Time: 94560, added: C#4
Time: 94582, removed: C#4
Time: 94794, removed: C#4
Time: 94802, added: C#4
Time: 94980, added: C#4
Time: 95086, removed: C#4
Time: 95361, removed: C#4
Time: 95400, added: C#4
Time: 95520, added: A#3
Time: 95546, removed: A#3
Time: 95700, added: A#3
Time: 95706, removed: A#3
Time: 96030, added: D#4
Time: 96087, removed: D#4
Time: 96362, removed: D#4
Time: 96365, added: D#4
Time: 96450, added: C#4
Time: 96478, removed: C#4
Time: 96602, removed: C#4
Time: 96604, added: C#4
Time: 96750, added: C#4
Time: 96790, removed: C#4
Time: 97097, removed: C#4
Time: 97380, added: C#4
Time: 97440, removed: C#4
Time: 101070, added: C#4
Time: 101212, removed: C#4
Time: 101280, added: Phrase Marker
Time: 101638, removed: Phrase Marker
Time: 112974, removed: Phrase Marker
Time: 113040, added: Phrase Marker
Time: 113220, added: A#3
Time: 113281, removed: A#3
Time: 114480, added: A#3
Time: 114498, removed: A#3
Time: 114960, added: D#3
Time: 114998, removed: D#3
Time: 115073, removed: D#3
Time: 115080, added: D#3
Time: 115230, added: A#3
Time: 115335, removed: A#3
Time: 115470, added: A#3
Time: 115493, removed: A#3
Time: 115629, removed: A#3
Time: 115800, removed: A#3
Time: 115950, added: A#3
Time: 116019, removed: A#3
Time: 116208, removed: A#3
Time: 116250, added: A#3
Time: 116400, added: A#3
Time: 116413, removed: A#3
Time: 116670, added: A#3
Time: 116718, removed: A#3
Time: 116970, added: G#3
Time: 117007, removed: G#3
Time: 117992, removed: G#3
Time: 118050, added: G#3
Time: 118089, removed: Phrase Marker
Time: 118320, added: Phrase Marker
Time: 118419, removed: Phrase Marker
Time: 118560, added: Phrase Marker
Time: 118756, removed: F#3
Time: 118770, added: F#3
Time: 118966, removed: F#3
Time: 118980, added: F#3
Time: 118980, added: G#3
Time: 119105, removed: G#3
Time: 119250, added: F#3
Time: 119250, added: G#3
Time: 119289, removed: G#3
Time: 119385, removed: F#3
Time: 119490, added: F#3
Time: 119529, removed: F#3
Time: 119790, added: A#3
Time: 119817, removed: A#3
Time: 120076, removed: A#3
Time: 120120, added: A#3
Time: 120240, added: F#3
Time: 120270, removed: F#3
Time: 120505, removed: F#3
Time: 120570, added: F#3
Time: 120750, added: D#3
Time: 120755, removed: D#3
Time: 121745, removed: D#3
Time: 121800, added: D#3
Time: 121810, removed: Phrase Marker
Time: 122140, removed: Phrase Marker
Time: 122160, added: Phrase Marker
Time: 122400, added: D#3, Phrase Marker
Time: 122485, removed: D#3
Time: 122807, removed: D#3
Time: 122812, added: D#3
Time: 122880, added: F#3
Time: 122981, removed: F#3
Time: 123180, added: F#3
Time: 123208, removed: F#3
Time: 123690, added: G#3
Time: 123740, removed: G#3
Time: 124857, removed: G#3
Time: 124920, added: G#3
Time: 125042, removed: Phrase Marker
Time: 125280, added: Phrase Marker
Time: 125875, removed: OVERDRIVE, Phrase Marker
Time: 126000, added: OVERDRIVE, Phrase Marker
Time: 126210, added: D#3
Time: 126223, removed: D#3
Time: 126485, removed: D#3
Time: 126600, added: D#3
Time: 126720, added: F#3
Time: 126759, removed: F#3
Time: 126990, added: F#3
Time: 126998, removed: F#3
Time: 127440, added: G#3
Time: 127455, removed: G#3
Time: 127763, removed: G#3
Time: 127800, added: F#3
Time: 127800, added: G#3
Time: 127871, removed: F#3
Time: 128060, removed: F#3
Time: 128070, added: F#3
Time: 128147, removed: F#3
Time: 128290, removed: F#3
Time: 128520, added: F#3
Time: 128610, added: A#3
Time: 128692, removed: A#3
Time: 129330, added: A#3
Time: 129413, removed: A#3
Time: 129600, added: OVERDRIVE, Phrase Marker
Time: 129712, removed: OVERDRIVE, Phrase Marker
Time: 130080, added: Phrase Marker
Time: 130099, removed: Phrase Marker
Time: 130320, added: D#3
Time: 130379, removed: D#3
Time: 130500, added: D#3, A#3
Time: 130565, removed: D#3, A#3
Time: 130789, added: A#3
Time: 130795, removed: A#3
Time: 130860, added: A#3
Time: 130877, removed: A#3
Time: 131100, added: A#3
Time: 131102, removed: A#3
Time: 131310, added: A#3
Time: 131316, removed: A#3
Time: 131610, added: A#3
Time: 131626, removed: A#3
Time: 131820, added: A#3
Time: 131837, removed: A#3
Time: 132120, added: A#3
Time: 132124, removed: A#3
Time: 132240, added: G#3
Time: 132258, removed: G#3
Time: 133257, removed: G#3
Time: 133440, added: G#3
Time: 133490, removed: Phrase Marker
Time: 133680, added: Phrase Marker
Time: 133920, added: OVERDRIVE
Time: 133920, added: Phrase Marker
Time: 133936, removed: OVERDRIVE
Time: 133936, removed: Phrase Marker
Time: 134130, added: F#3
Time: 134150, removed: F#3
Time: 134340, added: F#3, G#3
Time: 134415, removed: G#3
Time: 134623, removed: G#3
Time: 134638, added: G#3
Time: 134692, removed: F#3
Time: 134700, added: F#3
Time: 134820, added: F#3
Time: 134848, removed: F#3
Time: 135120, added: A#3
Time: 135157, removed: A#3
Time: 135433, removed: A#3
Time: 135450, added: A#3
Time: 135630, added: F#3
Time: 135687, removed: F#3
Time: 135835, removed: F#3
Time: 136020, added: F#3
Time: 136110, added: D#3
Time: 136193, removed: D#3
Time: 136890, added: D#3
Time: 136901, removed: D#3
Time: 137111, removed: OVERDRIVE, Phrase Marker
Time: 137280, added: OVERDRIVE
Time: 137280, added: Phrase Marker
Time: 137326, removed: Phrase Marker
Time: 137520, added: Phrase Marker
Time: 137746, removed: D#3
Time: 137760, added: C#3
Time: 137813, removed: D#3
Time: 137880, added: C#3
Time: 138240, added: F#3
Time: 138275, removed: F#3
Time: 138754, removed: F#3
Time: 139008, removed: G#3
Time: 139020, added: F#3
Time: 139020, added: G#3
Time: 140100, added: G#3
Time: 140207, removed: Phrase Marker, G#3
Time: 140400, added: Phrase Marker
Time: 140976, removed: Phrase Marker
Time: 141349, removed: A#3
Time: 141360, added: Phrase Marker
Time: 141450, added: A#3
Time: 141551, removed: A#3
Time: 141780, added: A#3
Time: 141815, removed: A#3
Time: 141926, removed: A#3
Time: 142252, removed: B3
Time: 142290, added: B3
Time: 142290, added: A#3
Time: 142588, removed: B3
Time: 142620, added: B3
Time: 142800, added: A#3
Time: 142823, removed: A#3
Time: 143276, removed: A#3
Time: 143280, added: A#3
Time: 143280, added: G#3
Time: 143354, removed: G#3
Time: 143790, added: F#3
Time: 143790, added: G#3
Time: 143810, removed: G#3
Time: 143872, removed: F#3
Time: 145230, removed: Phrase Marker
Time: 145440, added: OVERDRIVE
Time: 145440, added: Phrase Marker
Time: 145487, removed: OVERDRIVE
Time: 145487, removed: Phrase Marker
Time: 145650, added: B3
Time: 145671, removed: B3
Time: 145860, added: B3
Time: 145865, removed: B3
Time: 145958, removed: B3
Time: 146045, removed: B3
Time: 146070, added: B3
Time: 146190, added: B3
Time: 146209, removed: B3
Time: 146372, removed: B3
Time: 146400, added: B3
Time: 146700, added: B3
Time: 146734, removed: B3
Time: 147058, removed: B3
Time: 147060, added: B3
Time: 147060, added: A#3
Time: 147177, removed: A#3
Time: 147380, removed: A#3
Time: 147390, added: A#3
Time: 147540, added: A#3
Time: 147558, removed: A#3
Time: 148680, added: A#3, G#3
Time: 148793, removed: A#3
Time: 148950, added: G#3
Time: 149085, removed: A#3
Time: 149100, added: A#3
Time: 149463, removed: A#3
Time: 149490, added: A#3
Time: 149820, added: A#3
Time: 149836, removed: A#3
Time: 150090, added: A#3
Time: 150114, removed: A#3
Time: 150180, added: G#3
Time: 150256, removed: G#3
Time: 150420, added: G#3
Time: 150486, removed: G#3
Time: 150690, added: G#3
Time: 150702, removed: G#3
Time: 150927, removed: G#3
Time: 150930, added: F#3
Time: 150930, added: G#3
Time: 151020, removed: F#3
Time: 151315, removed: F#3
Time: 151469, removed: F#3
Time: 151470, added: F#3
Time: 152651, removed: F#3
Time: 152670, added: F#3
Time: 152757, removed: OVERDRIVE, Phrase Marker
Time: 152880, added: OVERDRIVE, Phrase Marker
Time: 153188, removed: Phrase Marker
Time: 153360, added: B3
Time: 153360, added: Phrase Marker
Time: 153412, removed: B3
Time: 153570, added: B3
Time: 153613, removed: B3
Time: 153704, removed: B3
Time: 153810, added: B3
Time: 153882, removed: B3
Time: 153930, added: B3
Time: 154140, added: B3
Time: 154160, removed: B3
Time: 154371, removed: B3
Time: 154380, added: B3
Time: 154644, removed: B3
Time: 154710, added: B3
Time: 154841, removed: A#3
Time: 154860, added: A#3
Time: 155075, removed: A#3
Time: 155160, added: A#3
Time: 155280, added: A#3
Time: 155324, removed: A#3
Time: 157186, removed: A#3
Time: 157320, added: A#3
Time: 157331, removed: G#3
Time: 157680, added: Phrase Marker
Time: 157692, removed: G#3
Time: 158279, removed: Phrase Marker
Time: 161765, removed: OVERDRIVE, Phrase Marker
Time: 162000, added: OVERDRIVE, Phrase Marker
Time: 162240, added: F#3
Time: 162254, removed: F#3
Time: 162539, removed: F#3
Time: 162600, added: F#3
Time: 162840, added: C#4
Time: 162942, removed: C#4
Time: 165856, removed: C#4
Time: 165960, added: C#4
Time: 166080, added: C#4
Time: 166087, removed: C#4
Time: 166243, removed: C#4
Time: 166470, added: C#4
Time: 166544, removed: C#4
Time: 166786, removed: C#4
Time: 166890, added: C#4
Time: 167025, removed: C#4
Time: 167040, added: C#4
Time: 167151, removed: C#4
Time: 167310, added: C#4, A#3
Time: 167379, removed: A#3
Time: 167745, removed: A#3
Time: 167760, added: A#3
Time: 167807, removed: A#3
Time: 167997, removed: A#3
Time: 168030, added: A#3
Time: 168300, added: G#3
Time: 168340, removed: G#3
Time: 168600, added: G#3
Time: 168652, removed: G#3
Time: 169073, removed: G#3
Time: 169110, added: G#3
Time: 169380, added: A#3
Time: 169396, removed: A#3
Time: 170010, added: A#3
Time: 170087, removed: OVERDRIVE, A#3, Phrase Marker
Time: 170160, added: OVERDRIVE, Phrase Marker
Time: 170242, removed: Phrase Marker
Time: 170400, added: C#4
Time: 170433, removed: C#4
Time: 170728, removed: C#4
Time: 170730, added: C#4
Time: 170910, added: C#4
Time: 170944, removed: C#4
Time: 171180, added: C#4
Time: 171180, added: A#3
Time: 171214, removed: C#4
Time: 171214, removed: A#3
Time: 171480, removed: A#3
Time: 171570, added: A#3
Time: 171640, removed: A#3
Time: 171870, added: A#3
Time: 171940, removed: A#3
Time: 171960, added: G#3
Time: 172020, removed: G#3
Time: 172320, added: G#3
Time: 172330, removed: G#3
Time: 172413, removed: G#3
Time: 173178, removed: G#3
Time: 173190, added: G#3
Time: 173280, added: A#3
Time: 173383, removed: A#3
Time: 173718, removed: F#3
Time: 173718, removed: A#3
Time: 173730, added: F#3
Time: 173730, added: A#3
Time: 174000, added: F#3
Time: 174006, removed: F#3
Time: 174210, added: F#3
Time: 174232, removed: F#3
Time: 176599, removed: F#3
Time: 176640, added: F#3
Time: 176692, removed: Phrase Marker
Time: 176880, added: Phrase Marker
Time: 177123, removed: OVERDRIVE, Phrase Marker
Time: 177360, added: OVERDRIVE, Phrase Marker
Time: 177517, removed: F#3
Time: 177570, added: F#3
Time: 177788, removed: F#3
Time: 177960, added: F#3
Time: 178100, removed: C#4
Time: 178230, added: C#4
Time: 180885, removed: C#4
Time: 181230, added: C#4
Time: 181440, added: C#4
Time: 181467, removed: C#4
Time: 181734, removed: C#4
Time: 181860, added: C#4
Time: 181915, removed: C#4
Time: 182220, added: C#4
Time: 182227, removed: C#4
Time: 182400, added: C#4
Time: 182430, removed: C#4
Time: 182674, added: A#3
Time: 182756, removed: A#3
Time: 182936, removed: A#3
Time: 183060, added: A#3
Time: 183122, removed: A#3
Time: 183360, added: A#3
Time: 183398, removed: A#3
Time: 183398, removed: G#3
Time: 183450, added: G#3
Time: 183600, added: G#3
Time: 183654, removed: G#3
Time: 183870, added: G#3
Time: 183910, removed: G#3
Time: 184702, added: G#3
Time: 184712, removed: G#3
Time: 184800, added: A#3
Time: 184968, removed: A#3
Time: 185520, added: F#3
Time: 185520, added: A#3
